z
1005.2639770507812
1001.8163452148438
998.3375854492188
996.8711547851562
998.0567626953125
995.9195556640625
994.46875
993.9695434570312
996.0755615234375
996.91796875
996.7307739257812
999.4140014648438
999.211181640625
1002.4715576171875
1001.1455688476562
1002.8927612304688
1001.941162109375
1004.2031860351562
1001.7227783203125
1001.7071533203125
1002.2063598632812
1002.7991943359375
1005.1859741210938
1005.6851806640625
1005.6851806640625
1008.78955078125
1009.8504028320312
1009.881591796875
1008.9143676757812
1007.7755737304688
1007.2295532226562
1005.0767822265625
1002.4715576171875
998.7431640625
995.6231689453125
993.2987670898438
990.0072021484375
989.6640014648438
988.8839721679688
989.8355712890625
992.6747436523438
994.936767578125
999.523193359375
1001.7071533203125
1006.3091430664062
1011.8939819335938
1014.2027587890625
1014.7175903320312
1017.5723876953125
1017.5411987304688
1015.981201171875
1013.1887817382812
1009.7879638671875
1008.337158203125
1002.237548828125
998.3375854492188
992.815185546875
991.894775390625
988.2911987304688
985.5923461914062
986.24755859375
987.3551635742188
988.68115234375
992.2536010742188
997.1207885742188
1000.0847778320312
1003.1111450195312
1008.7115478515625
1012.4867553710938
1016.277587890625
1015.7159423828125
1017.790771484375
1018.5239868164062
1018.4615478515625
1013.9531860351562
1010.1467895507812
1007.4635620117188
1003.1423950195312
995.7479858398438
990.3504028320312
987.6983642578125
984.43798828125
982.7063598632812
983.5799560546875
986.6219482421875
988.2911987304688
990.4127807617188
994.8275756835938
1002.268798828125
1008.2435913085938
1011.9719848632812
1014.8423461914062
1018.3211669921875
1022.361572265625
1022.673583984375
1018.1651611328125
1015.5443725585938
1015.1231689453125
1009.8971557617188
1001.660400390625
994.7339477539062
992.1131591796875
992.815185546875
986.4971923828125
987.2927856445312
989.0399780273438
988.8215942382812
991.8635864257812
994.8432006835938
997.666748046875
1000.739990234375
1003.2984008789062
1008.352783203125
1009.9127807617188
1008.5399780273438
1009.865966796875
1011.5819702148438
1011.706787109375
1008.5867919921875
1005.13916015625
1004.4059448242188
1004.6087646484375
1002.9863891601562
998.7431640625
1001.2391967773438
1003.8443603515625
1000.1004028320312
999.05517578125
999.3983764648438
998.8211669921875
999.03955078125
998.4155883789062
998.0723876953125
997.1676025390625
997.370361328125
997.9163818359375
999.1331787109375
1000.89599609375
1001.0987548828125
1004.9519653320312
1001.956787109375
1005.13916015625
1007.447998046875
1006.823974609375
1007.7131958007812
1008.337158203125
1006.68359375
1007.3387451171875
1006.4651489257812
1006.0595703125
1004.234375
1002.9863891601562
1002.0659790039062
1003.6259765625
996.8399658203125
994.6559448242188
997.7603759765625
995.841552734375
993.719970703125
994.0943603515625
995.9351806640625
994.9055786132812
996.0287475585938
998.883544921875
1000.4903564453125
1003.4075927734375
1005.76318359375
1007.1671752929688
1010.0843505859375
1012.2215576171875
1015.2323608398438
1014.7019653320312
1014.1091918945312
1012.6739501953125
1009.4759521484375
1006.35595703125
1003.5479736328125
998.914794921875
993.4859619140625
990.6311645507812
987.47998046875
986.1539916992188
987.16796875
988.0260009765625
991.4423828125
995.560791015625
999.3827514648438
1005.5759887695312
1008.7271728515625
1012.8299560546875
1017.0107421875
1018.5863647460938
1018.7579956054688
1020.1463623046875
1016.9639892578125
1012.9703979492188
1007.2919921875
1003.6103515625
999.5855712890625
995.0927734375
988.4471435546875
987.46435546875
987.2147827148438
984.9995727539062
985.9979858398438
989.1803588867188
993.4703979492188
997.5887451171875
1000.6463623046875
1004.5619506835938
1009.9907836914062
1012.2215576171875
1013.4695434570312
1013.8751831054688
1016.7611694335938
1015.8563842773438
1012.45556640625
1010.0843505859375
1010.02197265625
1006.6367797851562
1000.412353515625
996.6371459960938
995.99755859375
993.9383544921875
991.8323974609375
990.3971557617188
990.693603515625
992.6747436523438
991.7699584960938
991.6763916015625
997.2455444335938
999.6011962890625
1002.6900024414062
1005.2327880859375
1006.6211547851562
1009.2263793945312
1013.3603515625
1012.0343627929688
1013.5631713867188
1014.8423461914062
1010.6927490234375
1006.4183959960938
1006.1531982421875
1003.2827758789062
1001.0675659179688
997.8695678710938
997.1987915039062
997.3235473632812
995.38916015625
994.1567993164062
995.8103637695312
996.6371459960938
997.0115966796875
997.9475708007812
998.8523559570312
1000.89599609375
1000.5527954101562
1002.0659790039062
1002.9707641601562
1002.9395751953125
1003.2203979492188
1003.6571655273438
1003.766357421875
1002.3468017578125
1003.7039794921875
1005.8411865234375
1008.6179809570312
1007.8067626953125
1008.5399780273438
